Protein	Neighborhood.Class	Compartment.Class
STARD10	Cytosol	Unclassified
STAT2	Cytosol	Unclassified
STAT5B	Cytosol	Unclassified
STIL	Cytosol	Unclassified
STIP1	Cytosol	Unclassified
STK10	Cytosol	Unclassified
STK11	Cytosol	Unclassified
STK17A	Cytosol	Unclassified
STK17B	Cytosol	Unclassified
STK24	Cytosol	Unclassified
STK25	Cytosol	Unclassified
STK32C	Cytosol	Unclassified
STK38	Cytosol	Unclassified
STK38L	Cytosol	Unclassified
STK4	Cytosol	Unclassified
STK40	Cytosol	Unclassified
STMN1	Cytosol	Unclassified
STOX2	Cytosol	Unclassified
STRA13	Cytosol	Unclassified
STRADA	Cytosol	Unclassified
STRAP	Cytosol	Unclassified
STRIP1	Cytosol	Unclassified
STRIP2	Cytosol	Unclassified
STRN3	Cytosol	Unclassified
STUB1	Cytosol	Unclassified
STX1A	Cytosol	Unclassified
STXBP1	Cytosol	Unclassified
STXBP2	Cytosol	Unclassified
STXBP4	Cytosol	Unclassified
STXBP5	Cytosol	Unclassified
STYX	Cytosol	Unclassified
SUFU	Cytosol	Unclassified
SUGT1	Cytosol	Unclassified
SULT1A1	Cytosol	Unclassified
SWAP70	Cytosol	Unclassified
SWSAP1	Cytosol	Unclassified
SYNJ1	Cytosol	Unclassified
SYNJ2	Cytosol	Unclassified
SYNRG	Cytosol	Unclassified
SZRD1	Cytosol	Unclassified
SZT2	Cytosol	Unclassified
TAB1	Cytosol	Unclassified
TAB2	Cytosol	Unclassified
TAB3	Cytosol	Unclassified
TACC3	Cytosol	Unclassified
TAF7	Cytosol	Unclassified
TAF9	Cytosol	Unclassified
TAGLN3	Cytosol	Unclassified
TALDO1	Cytosol	Unclassified
TANC1	Cytosol	Unclassified
TANC2	Cytosol	Unclassified
TANGO2	Cytosol	Unclassified
TANK	Cytosol	Unclassified
TAOK1	Cytosol	Unclassified
TAOK3	Cytosol	Unclassified
TARSL2	Cytosol	Unclassified
TATDN1	Cytosol	Unclassified
TATDN3	Cytosol	Unclassified
TAX1BP3	Cytosol	Unclassified
TBC1D1	Cytosol	Unclassified
TBC1D10B	Cytosol	Unclassified
TBC1D13	Cytosol	Unclassified
TBC1D14	Cytosol	Unclassified
TBC1D15	Cytosol	Unclassified
TBC1D21	Cytosol	Unclassified
TBC1D22A	Cytosol	Unclassified
TBC1D22B	Cytosol	Unclassified
TBC1D23	Cytosol	Unclassified
TBC1D24	Cytosol	Unclassified
TBC1D25	Cytosol	Unclassified
TBC1D4	Cytosol	Unclassified
TBC1D8	Cytosol	Unclassified
TBC1D9	Cytosol	Unclassified
TBCA	Cytosol	Unclassified
TBCC	Cytosol	Unclassified
TBCE	Cytosol	Unclassified
TBCEL	Cytosol	Unclassified
TBCK	Cytosol	Unclassified
TBK1	Cytosol	Unclassified
TBKBP1	Cytosol	Unclassified
TBPL1	Cytosol	Unclassified
TCEANC	Cytosol	Unclassified
TCEB1	Cytosol	Unclassified
TCEB2	Cytosol	Unclassified
TCF4	Cytosol	Unclassified
TCFL5	Cytosol	Unclassified
TCHP	Cytosol	Unclassified
TCP11L1	Cytosol	Unclassified
TDRD7	Cytosol	Unclassified
TECPR1	Cytosol	Unclassified
TECPR2	Cytosol	Unclassified
TEN1	Cytosol	Unclassified
TESK2	Cytosol	Unclassified
TEX30	Cytosol	Unclassified
TEX9	Cytosol	Unclassified
TFDP1	Cytosol	Unclassified
TFE3	Cytosol	Unclassified
TFEB	Cytosol	Unclassified
TFF3	Cytosol	Unclassified
TFG	Cytosol	Unclassified
TGDS	Cytosol	Unclassified
TGFBRAP1	Cytosol	Unclassified
TGM3	Cytosol	Unclassified
TGS1	Cytosol	Unclassified
THADA	Cytosol	Unclassified
THBS4	Cytosol	Unclassified
THG1L	Cytosol	Unclassified
THOC3	Cytosol	Unclassified
THOP1	Cytosol	Unclassified
THTPA	Cytosol	Unclassified
TIFA	Cytosol	Unclassified
TIPRL	Cytosol	Unclassified
TJP2	Cytosol	Unclassified
TJP3	Cytosol	Unclassified
TK1	Cytosol	Unclassified
TKT	Cytosol	Unclassified
TKTL2	Cytosol	Unclassified
TLDC1	Cytosol	Unclassified
TLE2	Cytosol	Unclassified
TLN2	Cytosol	Unclassified
TM2D2	Cytosol	Unclassified
TMA7	Cytosol	Unclassified
TMCO4	Cytosol	Unclassified
TMCO6	Cytosol	Unclassified
TMED8	Cytosol	Unclassified
TMOD1	Cytosol	Unclassified
TMOD2	Cytosol	Unclassified
TMOD3	Cytosol	Unclassified
TMSB10	Cytosol	Unclassified
TMSB4X	Cytosol	Unclassified
TNFAIP1	Cytosol	Unclassified
TNFAIP2	Cytosol	Unclassified
TNFAIP8	Cytosol	Unclassified
TNIK	Cytosol	Unclassified
TNIP2	Cytosol	Unclassified
TNK1	Cytosol	Unclassified
TNK2	Cytosol	Unclassified
TNKS	Cytosol	Unclassified
TNKS1BP1	Cytosol	Unclassified
TNKS2	Cytosol	Unclassified
TNPO1	Cytosol	Unclassified
TNPO2	Cytosol	Unclassified
TNPO3	Cytosol	Unclassified
TNRC6B	Cytosol	Unclassified
TNRC6C	Cytosol	Unclassified
TNS3	Cytosol	Unclassified
TOB1	Cytosol	Unclassified
TOM1	Cytosol	Unclassified
TOM1L1	Cytosol	Unclassified
TOM1L2	Cytosol	Unclassified
TOMM34	Cytosol	Unclassified
TP53BP2	Cytosol	Unclassified
TP53I3	Cytosol	Unclassified
TPD52L1	Cytosol	Unclassified
TPI1	Cytosol	Unclassified
TPK1	Cytosol	Unclassified
TPM2	Cytosol	Unclassified
TPMT	Cytosol	Unclassified
TPPP	Cytosol	Unclassified
TPPP3	Cytosol	Unclassified
TPRKB	Cytosol	Unclassified
TRADD	Cytosol	Unclassified
TRAF2	Cytosol	Unclassified
TRAF3	Cytosol	Unclassified
TRAF3IP1	Cytosol	Unclassified
TRAF3IP2	Cytosol	Unclassified
TRAF4	Cytosol	Unclassified
TRAF5	Cytosol	Unclassified
TRAF6	Cytosol	Unclassified
TRAF7	Cytosol	Unclassified
TRAFD1	Cytosol	Unclassified
TRAK2	Cytosol	Unclassified
TRAPPC1	Cytosol	Unclassified
TRAPPC10	Cytosol	Unclassified
TRAPPC12	Cytosol	Unclassified
TRAPPC13	Cytosol	Unclassified
TRAPPC5	Cytosol	Unclassified
TRAPPC6A	Cytosol	Unclassified
TRAPPC6B	Cytosol	Unclassified
TRIM16L	Cytosol	Unclassified
TRIM21	Cytosol	Unclassified
TRIM23	Cytosol	Unclassified
TRIM25	Cytosol	Unclassified
TRIM3	Cytosol	Unclassified
TRIM36	Cytosol	Unclassified
TRIM37	Cytosol	Unclassified
TRIM5	Cytosol	Unclassified
TRIM59	Cytosol	Unclassified
TRIM62	Cytosol	Unclassified
TRIOBP	Cytosol	Unclassified
TRIP10	Cytosol	Unclassified
TRIP13	Cytosol	Unclassified
TRIP4	Cytosol	Unclassified
TRMT11	Cytosol	Unclassified
TRMT112	Cytosol	Unclassified
TRMT44	Cytosol	Unclassified
TRNT1	Cytosol	Unclassified
TROAP	Cytosol	Unclassified
TROVE2	Cytosol	Unclassified
TSC1	Cytosol	Unclassified
TSC22D1	Cytosol	Unclassified
TSC22D3	Cytosol	Unclassified
TSC22D4	Cytosol	Unclassified
TSN	Cytosol	Unclassified
TSPYL2	Cytosol	Unclassified
TSPYL4	Cytosol	Unclassified
TSR2	Cytosol	Unclassified
TSR3	Cytosol	Unclassified
TSSC1	Cytosol	Unclassified
TSTD1	Cytosol	Unclassified
TSTD2	Cytosol	Unclassified
TTC1	Cytosol	Unclassified
TTC21B	Cytosol	Unclassified
TTC28	Cytosol	Unclassified
TTC30A	Cytosol	Unclassified
TTC30B	Cytosol	Unclassified
TTC38	Cytosol	Unclassified
TTC39A	Cytosol	Unclassified
TTC39B	Cytosol	Unclassified
TTC39C	Cytosol	Unclassified
TTC4	Cytosol	Unclassified
TTC5	Cytosol	Unclassified
TTC9	Cytosol	Unclassified
TTK	Cytosol	Unclassified
TTL	Cytosol	Unclassified
TTLL12	Cytosol	Unclassified
TTPAL	Cytosol	Unclassified
TUBAL3	Cytosol	Unclassified
TUBB	Cytosol	Unclassified
TUBB1	Cytosol	Unclassified
TUBB2A	Cytosol	Unclassified
TUBB6	Cytosol	Unclassified
TUBB8	Cytosol	Unclassified
TUBD1	Cytosol	Unclassified
TUBGCP3	Cytosol	Unclassified
TUFT1	Cytosol	Unclassified
TULP4	Cytosol	Unclassified
TUSC2	Cytosol	Unclassified
TWF1	Cytosol	Unclassified
TWF2	Cytosol	Unclassified
TXN	Cytosol	Unclassified
TXNDC17	Cytosol	Unclassified
TXNDC9	Cytosol	Unclassified
TXNL1	Cytosol	Unclassified
TXNRD1	Cytosol	Unclassified
TXNRD3	Cytosol	Unclassified
TYMS	Cytosol	Unclassified
TYW3	Cytosol	Unclassified
TYW5	Cytosol	Unclassified
UACA	Cytosol	Unclassified
UAP1	Cytosol	Unclassified
UAP1L1	Cytosol	Unclassified
UBA3	Cytosol	Unclassified
UBA5	Cytosol	Unclassified
UBA6	Cytosol	Unclassified
UBAC1	Cytosol	Unclassified
UBALD1	Cytosol	Unclassified
UBALD2	Cytosol	Unclassified
UBAP1	Cytosol	Unclassified
UBAP2L	Cytosol	Unclassified
UBE2B	Cytosol	Unclassified
UBE2C	Cytosol	Unclassified
UBE2D3	Cytosol	Unclassified
UBE2D4	Cytosol	Unclassified
UBE2E1	Cytosol	Unclassified
UBE2E3	Cytosol	Unclassified
UBE2F	Cytosol	Unclassified
UBE2H	Cytosol	Unclassified
UBE2I	Cytosol	Unclassified
UBE2K	Cytosol	Unclassified
UBE2L6	Cytosol	Unclassified
UBE2M	Cytosol	Unclassified
UBE2N	Cytosol	Unclassified
UBE2Q2	Cytosol	Unclassified
UBE2R2	Cytosol	Unclassified
UBE2S	Cytosol	Unclassified
UBE2V2	Cytosol	Unclassified
UBE2Z	Cytosol	Unclassified
UBE3C	Cytosol	Unclassified
UBE3D	Cytosol	Unclassified
UBE4B	Cytosol	Unclassified
UBL4A	Cytosol	Unclassified
UBL5	Cytosol	Unclassified
UBP1	Cytosol	Unclassified
UBQLN1	Cytosol	Unclassified
UBQLN2	Cytosol	Unclassified
UBQLN4	Cytosol	Unclassified
UBR1	Cytosol	Unclassified
UBR2	Cytosol	Unclassified
UBR3	Cytosol	Unclassified
UBXN1	Cytosol	Unclassified
UBXN2A	Cytosol	Unclassified
UBXN2B	Cytosol	Unclassified
UBXN6	Cytosol	Unclassified
UCHL5	Cytosol	Unclassified
UCK1	Cytosol	Unclassified
UCK2	Cytosol	Unclassified
UCKL1	Cytosol	Unclassified
UEVLD	Cytosol	Unclassified
UFC1	Cytosol	Unclassified
UFM1	Cytosol	Unclassified
UFSP1	Cytosol	Unclassified
UGT2B28	Cytosol	Unclassified
UHRF1BP1L	Cytosol	Unclassified
ULK1	Cytosol	Unclassified
UMPS	Cytosol	Unclassified
UNC119	Cytosol	Unclassified
UNC119B	Cytosol	Unclassified
UNC13B	Cytosol	Unclassified
UNC13D	Cytosol	Unclassified
UNC45A	Cytosol	Unclassified
UNKL	Cytosol	Unclassified
UPF2	Cytosol	Unclassified
UPRT	Cytosol	Unclassified
URM1	Cytosol	Unclassified
UROS	Cytosol	Unclassified
USO1	Cytosol	Unclassified
USP13	Cytosol	Unclassified
USP14	Cytosol	Unclassified
USP15	Cytosol	Unclassified
USP16	Cytosol	Unclassified
USP18	Cytosol	Unclassified
USP19	Cytosol	Unclassified
USP25	Cytosol	Unclassified
USP27X	Cytosol	Unclassified
USP34	Cytosol	Unclassified
USP35	Cytosol	Unclassified
USP38	Cytosol	Unclassified
USP4	Cytosol	Unclassified
USP53	Cytosol	Unclassified
USP6	Cytosol	Unclassified
USP8	Cytosol	Unclassified
USP9X	Cytosol	Unclassified
UVRAG	Cytosol	Unclassified
UXT	Cytosol	Unclassified
VAC14	Cytosol	Unclassified
VARS	Cytosol	Unclassified
WASF1	Cytosol	Unclassified
WASF2	Cytosol	Unclassified
WASF3	Cytosol	Unclassified
VASH1	Cytosol	Unclassified
WASL	Cytosol	Unclassified
VASP	Cytosol	Unclassified
VAT1	Cytosol	Unclassified
VAT1L	Cytosol	Unclassified
VAV2	Cytosol	Unclassified
VAV3	Cytosol	Unclassified
WBP2	Cytosol	Unclassified
VCL	Cytosol	Unclassified
VCP	Cytosol	Unclassified
VCPIP1	Cytosol	Unclassified
WDFY2	Cytosol	Unclassified
WDR1	Cytosol	Unclassified
WDR13	Cytosol	Unclassified
WDR19	Cytosol	Unclassified
WDR26	Cytosol	Unclassified
WDR35	Cytosol	Unclassified
WDR44	Cytosol	Unclassified
WDR45	Cytosol	Unclassified
WDR45B	Cytosol	Unclassified
WDR47	Cytosol	Unclassified
WDR53	Cytosol	Unclassified
WDR54	Cytosol	Unclassified
WDR59	Cytosol	Unclassified
WDR61	Cytosol	Unclassified
WDR7	Cytosol	Unclassified
WDR73	Cytosol	Unclassified
WDR77	Cytosol	Unclassified
WDR81	Cytosol	Unclassified
WDR91	Cytosol	Unclassified
WDR92	Cytosol	Unclassified
WDSUB1	Cytosol	Unclassified
WDTC1	Cytosol	Unclassified
WHAMM	Cytosol	Unclassified
VIL1	Cytosol	Unclassified
WIPF1	Cytosol	Unclassified
WIPF2	Cytosol	Unclassified
WIPI1	Cytosol	Unclassified
VIPR1	Cytosol	Unclassified
WNK1	Cytosol	Unclassified
WNK2	Cytosol	Unclassified
VPS13C	Cytosol	Unclassified
VPS13D	Cytosol	Unclassified
VPS25	Cytosol	Unclassified
VPS26A	Cytosol	Unclassified
VPS26B	Cytosol	Unclassified
VPS28	Cytosol	Unclassified
VPS29	Cytosol	Unclassified
VPS33B	Cytosol	Unclassified
VPS35	Cytosol	Unclassified
VPS36	Cytosol	Unclassified
VPS37A	Cytosol	Unclassified
VPS37C	Cytosol	Unclassified
VPS37D	Cytosol	Unclassified
VPS39	Cytosol	Unclassified
VPS4A	Cytosol	Unclassified
VPS4B	Cytosol	Unclassified
VPS51	Cytosol	Unclassified
VPS52	Cytosol	Unclassified
VPS53	Cytosol	Unclassified
VPS54	Cytosol	Unclassified
VPS8	Cytosol	Unclassified
VPS9D1	Cytosol	Unclassified
WRAP53	Cytosol	Unclassified
WRAP73	Cytosol	Unclassified
WSB1	Cytosol	Unclassified
WSB2	Cytosol	Unclassified
WWC1	Cytosol	Unclassified
WWC3	Cytosol	Unclassified
XIAP	Cytosol	Unclassified
XPNPEP1	Cytosol	Unclassified
XPO1	Cytosol	Unclassified
XPO4	Cytosol	Unclassified
XPO5	Cytosol	Unclassified
XPO6	Cytosol	Unclassified
XPO7	Cytosol	Unclassified
XPOT	Cytosol	Unclassified
XRCC3	Cytosol	Unclassified
XYLB	Cytosol	Unclassified
YAE1D1	Cytosol	Unclassified
YARS	Cytosol	Unclassified
YDJC	Cytosol	Unclassified
YKT6	Cytosol	Unclassified
YPEL5	Cytosol	Unclassified
YRDC	Cytosol	Unclassified
YTHDF2	Cytosol	Unclassified
YWHAB	Cytosol	Unclassified
YWHAE	Cytosol	Unclassified
YWHAG	Cytosol	Unclassified
YWHAH	Cytosol	Unclassified
YWHAQ	Cytosol	Unclassified
YWHAZ	Cytosol	Unclassified
ZBTB8OS	Cytosol	Unclassified
ZC2HC1A	Cytosol	Unclassified
ZC3H12C	Cytosol	Unclassified
ZC3HAV1L	Cytosol	Unclassified
ZCCHC14	Cytosol	Unclassified
ZCCHC2	Cytosol	Unclassified
ZDHHC23	Cytosol	Unclassified
ZER1	Cytosol	Unclassified
ZFAND1	Cytosol	Unclassified
ZFAND2A	Cytosol	Unclassified
ZFAND5	Cytosol	Unclassified
ZFAND6	Cytosol	Unclassified
ZFP36L2	Cytosol	Unclassified
ZFYVE16	Cytosol	Unclassified
ZFYVE19	Cytosol	Unclassified
ZFYVE20	Cytosol	Unclassified
ZFYVE21	Cytosol	Unclassified
ZFYVE26	Cytosol	Unclassified
ZFYVE28	Cytosol	Unclassified
ZFYVE9	Cytosol	Unclassified
ZKSCAN3	Cytosol	Unclassified
ZMYM5	Cytosol	Unclassified
ZMYND19	Cytosol	Unclassified
ZNF121	Cytosol	Unclassified
ZNF259	Cytosol	Unclassified
ZNF283	Cytosol	Unclassified
ZNF330	Cytosol	Unclassified
ZNF35	Cytosol	Unclassified
ZNF415	Cytosol	Unclassified
ZNF449	Cytosol	Unclassified
ZNF511	Cytosol	Unclassified
ZNF550	Cytosol	Unclassified
ZNF598	Cytosol	Unclassified
ZNF613	Cytosol	Unclassified
ZNF706	Cytosol	Unclassified
ZNF720	Cytosol	Unclassified
ZNF726	Cytosol	Unclassified
ZNF766	Cytosol	Unclassified
ZNF81	Cytosol	Unclassified
ZNF85	Cytosol	Unclassified
ZNF852	Cytosol	Unclassified
ZNF891	Cytosol	Unclassified
ZNFX1	Cytosol	Unclassified
ZNRF2	Cytosol	Unclassified
ZSWIM6	Cytosol	Unclassified
ZSWIM7	Cytosol	Unclassified
ZUFSP	Cytosol	Unclassified
ZWILCH	Cytosol	Unclassified
ZWINT	Cytosol	Unclassified
ZYX	Cytosol	Unclassified
ACAD8	Mitochondria	M1
ACADSB	Mitochondria	M1
ACAT1	Mitochondria	M1
AK3	Mitochondria	M1
ALDH18A1	Mitochondria	M1
ALDH1B1	Mitochondria	M1
ALDH5A1	Mitochondria	M1
ALDH6A1	Mitochondria	M1
CLPX	Mitochondria	M1
ECHS1	Mitochondria	M1
ETFA	Mitochondria	M1
FXN	Mitochondria	M1
GCSH	Mitochondria	M1
GRPEL1	Mitochondria	M1
HIBADH	Mitochondria	M1
HMGCL	Mitochondria	M1
HSD17B10	Mitochondria	M1
HSPA9	Mitochondria	M1
HSPD1	Mitochondria	M1
IBA57	Mitochondria	M1
IDH2	Mitochondria	M1
IVD	Mitochondria	M1
LYRM1	Mitochondria	M1
LYRM2	Mitochondria	M1
LYRM5	Mitochondria	M1
LYRM7	Mitochondria	M1
MGME1	Mitochondria	M1
MMAB	Mitochondria	M1
NADK2	Mitochondria	M1
NARS2	Mitochondria	M1
NFU1	Mitochondria	M1
PYCR2	Mitochondria	M1
SUCLG2	Mitochondria	M1
THEM4	Mitochondria	M1
TUFM	Mitochondria	M1
YARS2	Mitochondria	M1
YBEY	Mitochondria	M1
MARC1	Mitochondria	M2
MARC2	Mitochondria	M2
MARCH5	Mitochondria	M2
ABCB10	Mitochondria	M2
ABCB7	Mitochondria	M2
ABCB8	Mitochondria	M2
ACAD10	Mitochondria	M2
ACAD9	Mitochondria	M2
ADCK1	Mitochondria	M2
ADCK3	Mitochondria	M2
ADCK4	Mitochondria	M2
ADCK5	Mitochondria	M2
AFG3L2	Mitochondria	M2
AGK	Mitochondria	M2
AGPAT5	Mitochondria	M2
AKAP1	Mitochondria	M2
APOC3	Mitochondria	M2
APOO	Mitochondria	M2
APOOL	Mitochondria	M2
ARC	Mitochondria	M2
ARMC1	Mitochondria	M2
ARMC10	Mitochondria	M2
ARMCX1	Mitochondria	M2
ARMCX2	Mitochondria	M2
ARMCX3	Mitochondria	M2
ARMCX6	Mitochondria	M2
ATAD1	Mitochondria	M2
ATAD3A	Mitochondria	M2
ATAD3B	Mitochondria	M2
ATP5A1	Mitochondria	M2
ATP5B	Mitochondria	M2
ATP5C1	Mitochondria	M2
ATP5D	Mitochondria	M2
ATP5F1	Mitochondria	M2
ATP5H	Mitochondria	M2
ATP5I	Mitochondria	M2
ATP5J	Mitochondria	M2
ATP5L	Mitochondria	M2
ATP5O	Mitochondria	M2
ATP5S	Mitochondria	M2
ATP5SL	Mitochondria	M2
BAK1	Mitochondria	M2
BCL2L13	Mitochondria	M2
BCS1L	Mitochondria	M2
BDH1	Mitochondria	M2
C11orf83	Mitochondria	M2
C12orf73	Mitochondria	M2
C14orf2	Mitochondria	M2
C16orf91	Mitochondria	M2
C17orf80	Mitochondria	M2
C19orf52	Mitochondria	M2
C19orf70	Mitochondria	M2
C2orf47	Mitochondria	M2
C3orf33	Mitochondria	M2
C4orf29	Mitochondria	M2
C9orf89	Mitochondria	M2
CCDC109B	Mitochondria	M2
CCDC127	Mitochondria	M2
CCDC51	Mitochondria	M2
CCDC90B	Mitochondria	M2
CCRN4L	Mitochondria	M2
CEBPZ-AS1	Mitochondria	M2
CEP128	Mitochondria	M2
CHCHD3	Mitochondria	M2
CHCHD6	Mitochondria	M2
CHDH	Mitochondria	M2
CISD1	Mitochondria	M2
CISD3	Mitochondria	M2
COA3	Mitochondria	M2
COMTD1	Mitochondria	M2
COQ10B	Mitochondria	M2
COQ2	Mitochondria	M2
COX11	Mitochondria	M2
COX14	Mitochondria	M2
COX15	Mitochondria	M2
COX16	Mitochondria	M2
COX18	Mitochondria	M2
COX20	Mitochondria	M2
COX4I1	Mitochondria	M2
COX5A	Mitochondria	M2
COX5B	Mitochondria	M2
COX6B1	Mitochondria	M2
COX6C	Mitochondria	M2
COX7A2	Mitochondria	M2
COX7A2L	Mitochondria	M2
COX7B	Mitochondria	M2
CPT2	Mitochondria	M2
CRLS1	Mitochondria	M2
CTNNA2	Mitochondria	M2
CYB5R1	Mitochondria	M2
CYC1	Mitochondria	M2
DHODH	Mitochondria	M2
DNAJA3	Mitochondria	M2
DNAJC11	Mitochondria	M2
DNAJC15	Mitochondria	M2
DNAJC19	Mitochondria	M2
DNAJC30	Mitochondria	M2
DNAJC4	Mitochondria	M2
DVL1	Mitochondria	M2
ECSIT	Mitochondria	M2
EEPD1	Mitochondria	M2
EPB41	Mitochondria	M2
ETFDH	Mitochondria	M2
EXD2	Mitochondria	M2
EXOG	Mitochondria	M2
FAM162A	Mitochondria	M2
FAM173A	Mitochondria	M2
FAM173B	Mitochondria	M2
FAM210A	Mitochondria	M2
FAM73A	Mitochondria	M2
FAM73B	Mitochondria	M2
FASTKD2	Mitochondria	M2
FBXL4	Mitochondria	M2
FIS1	Mitochondria	M2
FMO4	Mitochondria	M2
FOXRED1	Mitochondria	M2
FRMD6	Mitochondria	M2
FTSJ2	Mitochondria	M2
FUNDC2	Mitochondria	M2
GCAT	Mitochondria	M2
GDAP1	Mitochondria	M2
GHITM	Mitochondria	M2
GLS2	Mitochondria	M2
GPAM	Mitochondria	M2
GPD2	Mitochondria	M2
GRM4	Mitochondria	M2
GTPBP8	Mitochondria	M2
HADHA	Mitochondria	M2
HADHB	Mitochondria	M2
HAX1	Mitochondria	M2
HCCS	Mitochondria	M2
HEMK1	Mitochondria	M2
HIGD2A	Mitochondria	M2
HSDL1	Mitochondria	M2
IMMP1L	Mitochondria	M2
IMMP2L	Mitochondria	M2
IMMT	Mitochondria	M2
LACE1	Mitochondria	M2
LETM1	Mitochondria	M2
LETMD1	Mitochondria	M2
LIPT1	Mitochondria	M2
MAOA	Mitochondria	M2
MAOB	Mitochondria	M2
MAVS	Mitochondria	M2
MCAT	Mitochondria	M2
MCL1	Mitochondria	M2
MCU	Mitochondria	M2
MCUR1	Mitochondria	M2
MEST	Mitochondria	M2
MFF	Mitochondria	M2
MFN1	Mitochondria	M2
MFN2	Mitochondria	M2
MGST3	Mitochondria	M2
MICU2	Mitochondria	M2
MIEF1	Mitochondria	M2
MKKS	Mitochondria	M2
MPV17L2	Mitochondria	M2
MRS2	Mitochondria	M2
MT-ATP6	Mitochondria	M2
MTCH1	Mitochondria	M2
MTCH2	Mitochondria	M2
MT-CO1	Mitochondria	M2
MT-CO2	Mitochondria	M2
MTERFD2	Mitochondria	M2
MTFP1	Mitochondria	M2
MTFR1	Mitochondria	M2
MTFR1L	Mitochondria	M2
MTFR2	Mitochondria	M2
MT-ND3	Mitochondria	M2
MT-ND5	Mitochondria	M2
MTO1	Mitochondria	M2
MTPAP	Mitochondria	M2
MTX1	Mitochondria	M2
MTX2	Mitochondria	M2
MTX3	Mitochondria	M2
MUL1	Mitochondria	M2
MYO19	Mitochondria	M2
NDUFA10	Mitochondria	M2
NDUFA11	Mitochondria	M2
NDUFA12	Mitochondria	M2
NDUFA3	Mitochondria	M2
NDUFA4	Mitochondria	M2
NDUFA5	Mitochondria	M2
NDUFA6	Mitochondria	M2
NDUFA9	Mitochondria	M2
NDUFAF1	Mitochondria	M2
NDUFAF2	Mitochondria	M2
NDUFAF3	Mitochondria	M2
NDUFAF4	Mitochondria	M2
NDUFAF6	Mitochondria	M2
NDUFB1	Mitochondria	M2
NDUFB10	Mitochondria	M2
NDUFB11	Mitochondria	M2
NDUFB3	Mitochondria	M2
NDUFB4	Mitochondria	M2
NDUFB5	Mitochondria	M2
NDUFB6	Mitochondria	M2
NDUFB7	Mitochondria	M2
NDUFB8	Mitochondria	M2
NDUFB9	Mitochondria	M2
NDUFC2	Mitochondria	M2
NDUFS1	Mitochondria	M2
NDUFS2	Mitochondria	M2
NDUFS3	Mitochondria	M2
NDUFS4	Mitochondria	M2
NDUFS5	Mitochondria	M2
NDUFS6	Mitochondria	M2
NDUFS7	Mitochondria	M2
NDUFS8	Mitochondria	M2
NDUFV1	Mitochondria	M2
NLRX1	Mitochondria	M2
NME3	Mitochondria	M2
NNT	Mitochondria	M2
NT5C3A	Mitochondria	M2
NUBPL	Mitochondria	M2
OCIAD1	Mitochondria	M2
OCIAD2	Mitochondria	M2
OMA1	Mitochondria	M2
OPA1	Mitochondria	M2
OXA1L	Mitochondria	M2
PARL	Mitochondria	M2
PARS2	Mitochondria	M2
PCCB	Mitochondria	M2
PDF	Mitochondria	M2
PDK3	Mitochondria	M2
PET100	Mitochondria	M2
PET117	Mitochondria	M2
PGAM5	Mitochondria	M2
PHB	Mitochondria	M2
PHB2	Mitochondria	M2
PKP2	Mitochondria	M2
PKP4	Mitochondria	M2
PLD6	Mitochondria	M2
PLEKHA6	Mitochondria	M2
PLGRKT	Mitochondria	M2
PNPLA8	Mitochondria	M2
PPOX	Mitochondria	M2
PPTC7	Mitochondria	M2
PRADC1	Mitochondria	M2
PRELID2	Mitochondria	M2
PRODH	Mitochondria	M2
PTPMT1	Mitochondria	M2
PYROXD2	Mitochondria	M2
RDH13	Mitochondria	M2
RHOT1	Mitochondria	M2
RHOT2	Mitochondria	M2
RMDN2	Mitochondria	M2
RMDN3	Mitochondria	M2
RMND1	Mitochondria	M2
ROMO1	Mitochondria	M2
RSAD1	Mitochondria	M2
SAMM50	Mitochondria	M2
SCO1	Mitochondria	M2
SCO2	Mitochondria	M2
SDHB	Mitochondria	M2
SDR39U1	Mitochondria	M2
SETD9	Mitochondria	M2
SFXN1	Mitochondria	M2
SFXN2	Mitochondria	M2
SFXN3	Mitochondria	M2
SFXN4	Mitochondria	M2
SFXN5	Mitochondria	M2
SIRT3	Mitochondria	M2
SLC25A1	Mitochondria	M2
SLC25A11	Mitochondria	M2
SLC25A12	Mitochondria	M2
SLC25A13	Mitochondria	M2
SLC25A14	Mitochondria	M2
SLC25A15	Mitochondria	M2
SLC25A16	Mitochondria	M2
SLC25A19	Mitochondria	M2
SLC25A20	Mitochondria	M2
SLC25A21	Mitochondria	M2
SLC25A22	Mitochondria	M2
SLC25A23	Mitochondria	M2
SLC25A24	Mitochondria	M2
SLC25A25	Mitochondria	M2
SLC25A26	Mitochondria	M2
SLC25A28	Mitochondria	M2
SLC25A29	Mitochondria	M2
SLC25A3	Mitochondria	M2
SLC25A30	Mitochondria	M2
SLC25A32	Mitochondria	M2
SLC25A33	Mitochondria	M2
SLC25A35	Mitochondria	M2
SLC25A36	Mitochondria	M2
SLC25A39	Mitochondria	M2
SLC25A4	Mitochondria	M2
SLC25A40	Mitochondria	M2
SLC25A44	Mitochondria	M2
SLC25A46	Mitochondria	M2
SLC25A5	Mitochondria	M2
SLC25A6	Mitochondria	M2
SLC30A9	Mitochondria	M2
SMDT1	Mitochondria	M2
SMIM12	Mitochondria	M2
SMIM4	Mitochondria	M2
SOD2	Mitochondria	M2
SPG7	Mitochondria	M2
